Occurrence	Word
8	mike
8	mo
8	mo'1m
8	mô1ng
8	morrison
8	ms
8	murray
8	nâ2n
8	nancy
8	nao
8	national
8	náu
8	nép
8	net
8	nga(5t
8	ngâ3ng
8	ngai
8	ngáp
8	ngáy
8	nghiê2n
8	ngo'1t
8	ngô3n
8	ngo5ai
8	ngông
8	ngu'o'1c
8	ngu'o'5ng
8	ngu'u
8	ngu’o’5c
8	nha(2ng
8	nha3n
8	nhe
8	nhè
8	nhoáng
8	níu
8	nixon
8	oang
8	om
8	osama
8	perfume
8	phác
8	phai3
8	phò
8	phô3i
8	photocopy
8	piê1p
8	ptqd
8	puppy
8	pw
8	qdd
8	qúa
8	quê5
8	quít
8	quy5
8	ra(1m
8	ra(n
8	ra3
8	ralph
8	rát
8	relations
8	rén
8	ri4
8	rô2i…
8	rón
8	rót
8	royce
8	ru'1t
8	sa5p
8	sacombank
8	santos
8	sào
8	sbs
8	scott
8	sê1p
8	singh
8	smith
8	stephen
8	su'5c
8	sùng
8	suôn
8	suv
8	suy5t
8	ta5nh
8	táp
8	teng
8	thìa
8	thô1
8	thoa5t
8	thomas
8	thuyên
8	ti5nh
8	toát
8	today
8	togo
8	tòi
8	tr
8	ttg
8	tu'o'5c
8	tu3ng
8	u'o'i
8	u3
8	ukraina
8	úng
8	uyê3n
8	va(3ng
8	vc
8	viettel
8	vùn
8	wales
8	win
8	wolbachia
8	xay
8	xh
8	xi3a
8	xúp
8	yasser
8	zuleyka
7	68
7	102
7	105
7	230
7	777
7	1946
7	1958
7	1959
7	1972
7	1981
7	1983
7	2020
7	8255
7	18
7	23
7	33
7	9
7	anh
7	bán
7	bbc
7	chính
7	eu
7	evn
7	gia
7	hoa5c
7	nhu'4ng
7	o'3
7	ông
7	18h00
7	1m70
7	21h00
7	akram
7	asha
7	aung
7	basa
7	bch
7	bê1t
7	beveren
7	bi5nh
7	bilis
7	bô2ng
7	bô5n
7	bô5p
7	boris
7	boston
7	bu'1t
7	bu5c
7	bussiness
7	bvd
7	cddnvtd
7	ch
7	chanh
7	che5t
7	chiê2n
7	cho'1i
7	cho’2
7	cholesterol
7	christopher
7	chuôi
7	chxhcn
7	colin
7	cóng
7	costinha
7	cph
7	cristiano
7	cu'a
7	cuô5i
7	d'
7	da(m
7	dâ1y
7	daily
7	dda(1k
7	dda(1m
7	ddèo
7	ddo’2i
7	ddo’5i
7	ddo5
7	ddóa
7	der
7	dim
7	drogba
7	du'3ng
7	du’5ng
7	dùm
7	duô4i
7	ella
7	eriksson
7	ethanol
7	fair
7	fax
7	faz
7	fbi
7	ford
7	foundation
7	ga(ng
7	gates
7	giê1m
7	gô5i
7	gô5p
7	goodlathe
7	greenberg
7	grosso
7	hâ5m
7	harel
7	helms
7	hk
7	ho'2
7	hô3n
7	hòan
7	huênh
7	il
7	is
7	islamabad
7	italy
7	jimmy
7	juan
7	kadima
7	kcx
7	kê1ch
7	kén
7	khàn
7	khít
7	khmer
7	kilomet
7	ks
7	kuwait
7	kwh
7	lâ1m
7	la5ch
7	lampard
7	lè
7	le4o
7	lép
7	les
7	lester
7	lhtn
7	liê1ng
7	lo'5
7	loretta
7	ls
7	lu'4ng
7	lu'o'n
7	luô2n
7	manmohan
7	mba
7	mci
7	mcloughlin
7	mertesacker
7	mi3a
7	mía
7	michigan
7	miguel
7	mikel
7	mo5t
7	na(1n
7	na(5n
7	nazan
7	nè…
7	neo
7	ngâ4u
7	ngoa(2n
7	ngoa(5c
7	ngoa(5t
7	ngoa3nh
7	ngóc
7	ngói
7	nha(4n
7	nhác
7	nháo
7	nhàu
7	nhe5m
7	nhu'…
7	nhuô5m
7	nhút
7	nòi
7	nôi
7	nsu't
7	nu'5c
7	nu’1t
7	nung
7	o'2
7	òa
7	oái
7	opec
7	phào
7	phê1t
7	pin
7	qlvnch
7	què
7	qui3
7	qùy
7	ra(5ng
7	ra3nh
7	râ3y
7	rabin
7	rang
7	ray
7	reinado
7	riquelme
7	ro’i
7	rodriguez
7	rú
7	ru'5a
7	ru'ng
7	ru'o'5i
7	ruili
7	sá
7	sâ1y
7	scolari
7	seoul
7	shabak
7	simao
7	so’
7	so’1m
7	so5c
7	so5t
7	south
7	tâ1c
7	ta3o
7	taekwondo
7	te3
7	te5o
7	têm
7	th
7	tha(2n
7	thày
7	thê2m
7	thím
7	thiu
7	tho'1i
7	thu’3
7	tiger
7	tô5t
7	toét
7	trau
7	tru'o'5ng
7	tu’o’3ng
7	tu3a
7	tu3y
7	tua
7	tuâ1t
7	tze
7	ulkraine
7	um
7	united
7	vê5n
7	vietnam4all
7	vina
7	vo'i
7	vu'o'3ng
7	vu’o’5t
7	walter
7	werder
7	west
7	wilson
7	xi3u
7	xi5t
7	xó
7	xo'i
7	xo3
7	xô5c
7	xu’1
7	xxi
6	71
6	91
6	92
6	96
6	98
6	131
6	138
6	260
6	360
6	550
6	737
6	3495
6	5000
6	'có'
6	'không'
6	4
6	13
6	16
6	19
6	20
6	alajuela
6	ap
6	câ1p
6	cao
6	chiê1m
6	cô5ng
6	hai
6	khu
6	nam
6	nay
6	nhà
6	nhâ5t
6	qua
6	sv
6	tây
6	thái
6	thay
6	tho'2i
6	time
6	tru'o'2ng
6	tu'o'ng
6	xxi
6	11m
6	25dd
6	a(1t
6	a(4m
6	a5ch
6	abkhazia
6	adoption
6	agency
6	ahmed
6	anastasia
6	antonio
6	audi
6	aviv
6	ba(5t
6	ba(m
6	ba3nh
6	ba5
6	bâ5y
6	bái
6	bar
6	basten
6	bayer
6	beer
6	bèo
6	bgk
6	bi5a
6	bi5ch
6	biê1c
6	bìu
6	bmw
6	bõ
6	bo'1
6	bo'4
6	brussels
6	bùa
6	buffon
6	ca(5m
6	campell
6	carmona
6	chang
6	che5n
6	cheo
6	chicago
6	chiê1t
6	cho'2n
6	cho'n
6	chô5t
6	chu'o'1ng
6	church
6	chypre
6	cnxh
6	cô2ng
6	cô4i
6	contra
6	cót
6	cpc
6	crouch
6	csg
6	cu'3i
6	cu’
6	cu5i
6	da(3ng
6	da5t
6	daniel
6	davis
6	db
6	ddai5
6	ddán
6	ddi…
6	ddia5
6	ddiê1ng
6	ddo'2
6	ddun
6	dduo'5c
6	deco
6	delhi
6	diê1p
6	diên
6	disney
6	díu
6	dô1p
6	ðo3
6	douglas
6	du'2a
6	energy
6	entertainment
6	ffa
6	fsb
6	g7
6	ga(1p
6	ga(m
6	gâ4m
6	gelsenkirchen
6	ghe
6	gia(1t
6	giâu
6	giòn
6	giông
6	go’4
6	gót
6	gu'2ng
6	gus
6	ha(2n
6	hâ1n
6	han
6	harper
6	hastert
6	he
6	hê3n
6	heng
6	hoe
6	hollings
6	huê
6	hun
6	huy5ch
6	huýt
6	ingushetia
6	intranet
6	ismail
6	iss
6	ivoire
6	jacques
6	jakarta
6	jens
6	jevric
6	jr
6	kaesong
6	kali
6	kamaz
6	kara
6	ken
6	kezman
6	kgb
6	khê
6	khiê1t
6	khu'3
6	kidan
6	kình
6	kone
6	kosovo
6	ktm
6	kuala
6	ky
6	lanka
6	larry
6	leslie
6	lét
6	li5nh
6	lichtenstein
6	liê1c
6	lisa
6	livni
6	lóe
6	lòi
6	louisiana
6	lùa
6	luô1ng
6	ma(m
6	ma3
6	mâ5n
6	madrid
6	mafia
6	mão
6	max
6	met
6	miêu
6	mirzapour
6	mnc
6	mòng
6	múi
6	mulally
6	mùng
6	na(5c
6	nâ3y
6	nâ5u
6	nê1t
6	ngáo
6	ngo'5p
6	ngô3
6	ngòai
6	ngoãn
6	ngoèo
6	ngoi
6	ngu'2o'i
6	nhen
6	nhu4
6	nobel
6	normal
6	nuo'1c
6	nv
6	oi
6	ok
6	online
6	oscar
6	oslo
6	ostrava
6	out
6	pacific
6	pacông
6	pasteur
6	paulo
6	paulson
6	persie
6	petro
6	phích
6	phillip
6	powell
6	prambanan
6	pratt
6	pring
6	psa
6	ptt
6	quality
6	quito
6	qúôc
6	quota
6	ra3o
6	radio
6	rala(ng
6	ran
6	rì
6	rinh
6	river
6	rô4ng
6	roberto
6	róm
6	ronald
6	rossi
6	sa(1n
6	sa3nh
6	safavian
6	sam
6	sê
6	sê1n
6	se5o
6	simi
6	sinai
6	slna
6	smartypants
6	sô5
6	sri
6	su’1
6	suez
6	sùi
6	sydney
6	syrie
6	tel
6	thabet
6	thaksin
6	that
6	thì…
6	thi3u
6	thiê3n
6	thít
6	tho5c
6	thoa(1t
6	thót
6	thu’o’3ng
6	thúng
6	ti5t
6	tíu
6	tizie
6	to5t
6	tomas
6	ton
6	toni
6	toronto
6	totti
6	trâ3y
6	trâ4m
6	trent
6	trìu
6	tròng
6	tru
6	tu’o’5ng
6	tùm
6	tuông
6	ú
6	u’o’1c
6	u3n
6	ubtvqh
6	ui
6	uô3ng
6	us
6	vâ2ng
6	va5t
6	vãi
6	váng
6	vát
6	vè
6	ve3n
6	vgsv
6	vietnamnet
6	vitamin
6	vnah
6	vó
6	võng
6	vu'5a
6	vun
6	vuong
6	wanchope
6	whitney
6	williams
6	wong
6	xâ2m
6	xén
6	xi5n
6	xo'1i
6	xô1c
6	xuâ3n
6	xuô2ng
6	ye
6	yorker
6	z
5	97
5	114
5	119
5	121
5	145
5	199
5	202
5	238
5	280
5	320
5	420
5	619
5	750
5	1481
5	1934
5	1953
5	1961
5	1965
5	1969
5	7000
5	………………
5	5
5	12
5	5
5	ba3n
5	brazil
5	ca3
5	canada
5	ch
5	cho
5	chu'a
5	cu4ng
5	dd
5	dda3ng
5	ddê3
5	ddô2ng
5	giá
5	go5i
5	hô5i
5	khi
5	liên
5	nam
5	national
5	new
5	nga
5	permanent
5	quâ5n
5	se4
5	st
5	thanh
5	thu'5c
5	tru'2
5	tru'o'1c
5	và
5	vào
5	vê2
5	ý
5	000m
5	75dd
5	a3m
5	acb
5	airasia
5	akbar
5	albright
5	america
5	amnesty
5	anna
5	anthony
5	asem
5	bâ4m
5	baa
5	bajur
5	baldemo
5	baldemor
5	bi5u
5	bón
5	borussia
5	buffy
5	bún
5	buttercup
5	câ3u
5	ca5o
5	cain
5	calorie
5	cambridge
5	cannavaro
5	card
5	carvalho
5	cáy
5	cbcc
5	cddsp
5	cha(2ng
5	cha5nh
5	chantha
5	charles
5	chi5t
5	chô5i
5	cho5t
5	clawson
5	cluck
5	co3i
5	cô5m
5	cô5p
5	collect
5	corporation
5	craig
5	cty
5	czech
5	da(2n
5	da(5c
5	damadola
5	damascus
5	daucher
5	ddô4i
5	ddóan
5	ddòan
5	ddong
5	ddu3ng
5	dê3
5	delta
5	dhl
5	di4nh
5	diê4u
5	diê5p
5	dnt
5	dô2ng
5	do3m
5	doãn
5	dokdo
5	dream
5	drizella
5	duê5
5	dylan
5	eboue
5	economist
5	ed
5	edge
5	emirates
5	er
5	estrogen
5	ethiopia
5	everett
5	evo
5	exxonmobil
5	festival
5	fleming
5	franz
5	free
5	frist
5	fullerton
5	ga5
5	gala
5	galang
5	gallas
5	games
5	gâu
5	gdgt
5	ghiê1c
5	ghpgvntn
5	gilberto
5	gô5c
5	golf
5	gomez
5	gông
5	google
5	grover
5	hamid
5	hànô5i
5	hargreaves
5	have
5	hê
5	he3o
5	heitinga
5	hia
5	hip
5	hitler
5	hitzlsperger
5	ho'1t
5	ho'2i
5	hòe
5	hop
5	howard
5	hq
5	htun
5	human
5	huyên
5	idf
5	it
5	jag
5	jayapura
5	jean
5	jensen
5	jiminy
5	jones
5	karan
5	karl
5	katmandu
5	kazakhstan
5	kevin
5	kfc
5	khâ5p
5	kho'2
5	khui
5	kiatisak
5	kiê5u
5	kilo
5	kumar
5	kv
5	la(5t
5	la3ng
5	larson
5	làu
5	lddbdd
5	lê3
5	le5t
5	leverkusen
5	li5a
5	little
5	lo5ai
5	loã
5	lõi
5	lõng
5	lu’3a
5	lu’5a
5	lu’o’5c
5	lu5ng
5	lucifer
5	lumpur
5	lynn
5	ma(1m
5	mâ1u
5	mâ3y
5	makelele
5	malaysiakini
5	malouda
5	máng
5	maoiste
5	maradona
5	marathon
5	mccain
5	mè
5	me5…
5	mecca
5	media
5	melbourne
5	mi3
5	mi5ch
5	miami
5	mikhail
5	misa
5	mó
5	mo'n
5	mo5ng
5	mohamed
5	mu'o'1t
5	mu’2ng
5	mu3i
5	myanmar
5	na5o
5	nanh
5	natanz
5	nation
5	nd
5	ne3o
5	negroponte
5	nga5nh
5	nghe4n
5	nghê4u
5	nghê5n
5	ngo
5	ngo'2i
5	ngoe
5	ngu5t
5	ngùn
5	ngùng
5	nguôi
5	nhá
5	nha(m
5	nha3u
5	nha5nh
5	nhâm
5	nho’2
5	nhún
5	nhuyê4n
5	ních
5	nilon
5	nin
5	nl
5	nmnth
5	nn
5	no'1t
5	nôm
5	nsw
5	ntu
5	nu'4u
5	núng
5	o'dell
5	ô3i
5	oa(2n
5	oa5p
5	on
5	org
5	origami
5	oxfam
5	pac
5	parreira
5	pelz
5	pha(ng
5	phâ5p
5	phàng
5	phèn
5	phi3nh
5	pho'1t
5	phô2n
5	phóc
5	phu’o’5ng
5	phu4
5	phu5t
5	piano
5	pirlo
5	pleiku
5	policy
5	porras
5	qua(1p
5	qua(5c
5	quai
5	qúy
5	râ2n
5	ra5
5	ra5c
5	ramos
5	randy
5	rangoon
5	raymond
5	rê2n
5	reform
5	réo
5	ri5a
5	rìa
5	ro'
5	ro'5
5	róc
5	rome
5	rôn
5	rove
5	ruê5
5	rule
5	rúng
5	sa(1ng
5	sâ2n
5	sa5t
5	sâ5y
5	sagnol
5	sebastian
5	shona
5	shrine
5	silva
5	sisulu
5	slobodan
5	slogan
5	slovenia
5	so3
5	somalia
5	sonia
5	space
5	stalin
5	stankovic
5	steven
5	su3ng
5	suncruz
5	susan
5	tã
5	tâ3u
5	ta5t
5	tày
5	teheran
5	tem
5	tenet
5	terry
5	thát
5	tháu
5	thaung
5	thé
5	thè
5	thê5
5	thêu
5	tho’5
5	thon
5	thu’2a
5	thurman
5	tía
5	tiê4u
5	toáng
5	toanh
5	tóe
5	tõm
5	tong
5	tra(2n
5	trâm
5	tréo
5	trezeguet
5	trô1
5	trô2i
5	tru5y
5	truâ1t
5	tu'o'3i
5	tu5m
5	tu5y
5	tuyê2n
5	tw
5	u'1
5	universal
5	unocal
5	uri
5	va(1c
5	vâ3y
5	vái
5	váo
5	ve5o
5	vê5t
5	vít
5	vò
5	von
5	vtv
5	vu'2ng
5	vu’4ng
5	wolfowitz
5	wright
5	xi3n
5	xiao
5	xiêm
5	xô2m
5	xuyê1n
5	yale
5	yukos
5	zim
5	zinedine
4	103
4	104
4	106
4	107
4	115
4	133
4	154
4	175
4	210
4	244
4	290
4	380
4	525
4	650
4	950
4	1930
4	1955
4	1956
4	1964
4	1971
4	1977
4	2018
4	'cánh
4	'con
4	'yêu
4	15
4	1998
4	2005
4	an
4	arf
4	bê1n
4	bê5nh
4	beirut
4	bình
4	california
4	châu
4	cu3a
4	cu4
4	dc
4	ddà
4	ddã
4	ddang
4	ddây
4	ddiê2u
4	ddu'o'2ng
4	dn
4	finale
4	gia3i
4	ha3i
4	hiê5n
4	international
4	kiên
4	làm
4	loa5i
4	ma5c
4	miê2n
4	mô4i
4	nhâ1t
4	nhu'ng
4	no'i
4	pháp
4	phát
4	public
4	quô1c
4	râ1t
4	sydney
4	thôn
4	thu3
4	thu5y
4	tô3
4	tôi
4	u'o'1c
4	vi4nh
4	viê5n
4	washington
4	world
4	•
4	000ha
4	1m
4	1m73
4	1m75
4	200m
4	2m
4	3m
4	8g
4	a(1ng
4	a4
4	abbondanzieri
4	act
4	adb
4	alan
4	alexei
4	andrea
4	andrew
4	arbatov
4	ariel
4	armi
4	ashley
4	asian
4	association
4	ayala
4	b14
4	b61
4	bâ1p
4	bâ5p
4	baldomir
4	barthez
4	bavik
4	bê5ch
4	bea
4	beckett
4	benz
4	bét
4	bêtông
4	bgh
4	bhxh
4	bhyt
4	bidong
4	biê1m
4	blue
4	boka
4	bommel
4	bronckhorst
4	bruno
4	bu'5
4	bu'o'm
4	bu3a
4	business
4	ca(2m
4	ca5ch
4	café
4	camoranesi
4	carbon
4	carolina
4	category
4	catherine
4	càu
4	caucasus
4	cb
4	cbs
4	centeno
4	centre
4	cha(2m
4	chãi
4	chalabi
4	chat
4	cheshire
4	chibana
4	chip
4	chít
4	cho’5
4	chòm
4	chris
4	chu’4
4	chùn
4	chuô2i
4	chxhcnvn
4	cincinnati
4	clateman
4	color
4	còm
4	contest
4	corp
4	cosplay
4	cu'2
4	cùm
4	cunningham
4	dà
4	dâ1m
4	dâ2m
4	dâ2y
4	dan
4	dda(2m
4	ddâ1ng
4	ddâ5t
4	ddác
4	ddái
4	ddê3u
4	ddo’n
4	ddô3ng
4	ddu'á
4	ddu'o'c
4	ddu’1a
4	ddùn
4	dê2
4	dermalogica
4	des
4	diê1m
4	distefano
4	djordjevic
4	dó
4	do'
4	do3ng
4	doan
4	doha
4	dong
4	dông
4	ðông
4	downer
4	dreamliner
4	du'1a
4	du’
4	du’o’2ng
4	du’o’5c
4	du’o’5t
4	du5i
4	e5p
4	ebay
4	economic
4	edward
4	el
4	elenildo
4	et
4	ex
4	fabio
4	family
4	fans
4	ferrari
4	field
4	fiorentina
4	firket
4	fonseca
4	foreign
4	fox
4	franco
4	ga(1m
4	ga3y
4	gallon
4	gamarra
4	gaø
4	gardiner
4	gavrancic
4	general
4	ghê2nh
4	giâ4m
4	gia5t
4	giâý
4	gien
4	gilardino
4	giô1c
4	girlfriend
4	giu'5t
4	giúi
4	glebova
4	globebeauties
4	go'5n
4	gô1m
4	goss
4	graham
4	grassley
4	griffin
4	griles
4	grondona
4	gu'o'5ng
4	h5n2
4	hâ2y
4	hách
4	hamburg
4	hassan
4	hddba
4	hê1ch
4	hê1n
4	hê3
4	héc
4	hi3
4	hi5ch
4	hoa(1t
4	hóc
4	horacio
4	htv
4	hu'1o'ng
4	hu'4ng
4	hu5i
4	huntsville
4	huyê5t
4	hyun
4	i3n
4	ia
4	ian
4	ibrahimovic
4	icc
4	imaging
4	institute
4	intifada
4	iom
4	iowa
4	islands
4	javier
4	jeffrey
4	jim
4	jumbo
4	junichiro
4	kaemi
4	kampuchia
4	kên
4	kh
4	kha(1t
4	kháo
4	kho3a
4	kho3an
4	khoáy
4	khom
4	khu'5ng
4	khu'o'1c
4	khxh
4	ki3
4	kiê2n
4	kiessling
4	kilogram
4	kimmitt
4	kippour
4	kirchner
4	kurara
4	kurd
4	kuznets
4	kv1
4	kyat
4	kyrgyzstan
4	la(4ng
4	lâ1t
4	la3o
4	la5i…
4	lagerbaeck
4	lamy
4	lashkar
4	latin
4	leipzig
4	leng
4	lênh
4	leonardo
4	li3nh
4	liberia
4	lincoln
4	lo'5p
4	loà
4	loé
4	logo
4	lom
4	lóp
4	lou
4	love
4	lowy
4	lu'2
4	lu3ng
4	lu5a
4	lu5p
4	lu5y
4	luanda
4	luiz
4	lukashenka
4	lùm
4	lynnphuong
4	mâ3n
4	madonna
4	manchester
4	manga
4	maniche
4	máo
4	marine
4	marquez
4	mathijsen
4	mcnaught
4	mê1u
4	me5o
4	mèn
4	mích
4	miê1t
4	miê2u
4	milan
4	min
4	missing
4	mississippi
4	mnchen
4	mo'3n
4	mo’4
4	mô5t…
4	mohammed
4	mosoco
4	mu
4	mu'o'2ng
4	mu’u
4	mu3
4	mu5n
4	mubarak
4	mueller
4	muhammad
4	mui
4	mumbai
4	mundhra
4	munoz
4	muô4m
4	na5
4	na5ng
4	nadj
4	này…
4	neubrandenburg
4	neville
4	nga(1c
4	ngâ1u
4	nghêu
4	nghi3m
4	ngo'1
4	ngoa5m
4	ngoai5
4	ngoáy
4	ngu'4a
4	ngu5m
4	ngu5p
4	nguâ3y
4	nhâ3m
4	nha3y…
4	nhe5p
4	nhe5t
4	nhó
4	nho'1t
4	nhô3m
4	nho5
4	nhô5ng
4	nhu4i
4	nhuâ2n
4	nhúm
4	niê5u
4	nistelrooy
4	no'm
4	nô5m
4	nobuko
4	noi
4	north
4	ntk
4	nuô1i
4	o…
4	ô2m
4	o5p
4	oil
4	one
4	ontario
4	organization
4	oxytocine
4	pangandaran
4	panhpronen
4	papua
4	parade
4	pascal
4	patrick
4	pei
4	people
4	perrotta
4	pervez
4	petrolimex
4	pétrus
4	phèo
4	phi3
4	phiê5n
4	philippin
4	philippine
4	pho'
4	phômai
4	photo
4	phùn
4	píp
4	play
4	plaza
4	plo
4	po'2
4	point
4	porsche
4	predator
4	press
4	prudential
4	ptnt
4	ptsg
4	public
4	qu3a
4	qua(2n
4	quâ4y
4	quác
4	quáng
4	que3
4	queo
4	quyê5t
4	ra(2m
4	ra5n
4	rafael
4	raj
4	real
4	review
4	ri3a
4	ria
4	ro'1m
4	ro'5p
4	ro5i
4	robbie
4	roger
4	ru'2ng…
4	ru'o'1i
4	ru'o'2m
4	ru’2ng
4	ryan
4	sa3
4	sa3ng
4	sa3o
4	sa5o
4	sãi
4	schwarzenegger
4	science
4	sê1u
4	seattle
4	séc
4	sellers
4	seymour
4	sgd
4	shop
4	sieng
4	silicon
4	sin
4	sính
4	siniora
4	so’5
4	sofia
4	soland
4	somkid
4	sorin
4	srifa
4	stanol
4	star
4	su5
4	sum
4	super
4	superman
4	svtn
4	system
4	systems
4	ta(2m
4	takeshima
4	tampa
4	tand
4	tành
4	tantillo
4	tax
4	tê1…
4	tê3
4	tê4
4	ted
4	teen
4	tha3y
4	thê1…
4	thênh
4	thierry
4	thìn
4	tho
4	thu'4ng
4	thu3i
4	thuô2ng
4	thuy2
4	tiago
4	tiê1u
4	tím…
4	tm
4	to3i
4	toác
4	toe
4	toé
4	total
4	toure
4	trainer
4	trê
4	tre3o
4	trèm
4	tri5ch
4	tro’2i
4	tròm
4	tru’o’ng
4	ttl
4	tu4m
4	tuê1
4	tuôn
4	tvc
4	tvdddd
4	tzipi
4	u’o’ng
4	ùa
4	ùm
4	uni
4	úy
4	va(1n
4	valdez
4	valente
4	vanderwall
4	vê2…
4	veo
4	vieira
4	vietcombank
4	vii
4	villa
4	víu
4	vu'à
4	wall
4	watt
4	wayans
4	whip
4	who
4	with
4	wolf
4	worldcup
4	xa…
4	xa(m
4	xa5c
4	xém
4	xiêu
4	xinhua
4	xoành
4	xoáy
4	xoe
4	xòm
4	xoong
4	xtrômbôli
4	xu'o'1c
4	xuô1ng…
4	xuýt
4	yushchenko
4	zinha
4	zokora
3	10
3	93
3	112
3	116
3	117
3	122
3	128
3	143
3	148
3	164
3	167
3	179
3	187
3	190
3	192
3	211
3	255
3	256
3	270
3	283
3	303
3	330
3	340
3	357
3	362
3	409
3	430
3	438
3	460
3	465
3	489
3	559
3	602
3	725
3	730
3	840
3	850
3	1010
3	1500
3	1910
3	1925
3	1940
3	1951
3	1963
3	2500
3	5602
3	9999
3	20000
3	534370
3	……
3	'dân
3	0
3	1986
3	2006
3	27
3	27dd
3	40
3	46
3	48
3	7
3	82
3	83
3	84
3	a
3	afp
3	ai
3	âu
3	ba2ng
3	ba5n
3	ban
3	bang
3	bí
3	bi5
3	bv
3	câ2n
3	cái
3	central
3	châ1t
3	chi
3	chu'4
3	chuyên
3	co'
3	csvn
3	cú
3	cùng
3	dân
3	dda
3	dda5ng
3	ddâ2u
3	ddê2u
3	ddhqg
3	ddi
3	ddsq
3	ddúng
3	du'5
3	du'o'1i
3	e
3	email
3	giâ1y
3	gô2m
3	golf
3	h
3	hans
3	huê1
3	huyê5n
3	in
3	indonesia
3	internet
3	ireland
3	k
3	kê1t
3	kiê3u
3	majority
3	mnc
3	na
3	na5n
3	nguô2n
3	nguyê4n
3	nhân
3	nhiê2u
3	nus
3	pakistan
3	penalty
3	perth
3	phâ2n
3	phu'o'2ng
3	plea
3	saint
3	san
3	so
3	tâ1t
3	ta5i
3	tha1ng
3	thành
3	thê1
3	thua
3	tiê1ng
3	tiê3u
3	trà
3	trâ2n
3	tu'5
3	u3y
3	úc
3	viê1t
3	viê5t
3	viettel
3	vm
3	vnpt
3	vô1n
3	10h
3	1m2
3	1m80
3	200g
3	2g
3	400dd
3	5cm
3	5m
3	5x
3	6m
3	6x
3	7g
3	7g30
3	8x
3	9x
3	a…
3	a(n…
3	aa
3	aaja
3	abdullah
3	abidal
3	abraham
3	ac
3	adolf
3	air
3	airbus
3	aksu
3	alaska
3	alberta
3	aleksandr
3	algeria
3	alkatiri
3	allawi
3	allen
3	alô
3	amaobi
3	americans
3	ames
3	ammar
3	amr
3	amsterdam
3	amyloid
3	anan
3	anders
3	andy
3	anime
3	anz
3	apollo
3	aragon
3	argiope
3	arizona
3	armey
3	arnold
3	asefi
3	aso
3	asp
3	aston
3	at
3	atr
3	augustine
3	áy
3	ayman
3	ba(4ng
3	ba(5m
3	ba3
3	bakary
3	baker
3	bali
3	bank
3	barbara
3	bargain
3	basra
3	bc
3	bê2nh
3	be4
3	be5
3	bear
3	béc
3	becamex
3	bentley
3	bernd
3	beta
3	bi3nh
3	bi5ch…
3	bi5ch…bình
3	big
3	blackledge
3	bloomberg
3	bo'5m
3	bo’2
3	bô1t
3	boggs
3	boich
3	bon
3	bòn
3	bondi
3	boong
3	bosnia
3	bosworth
3	bp
3	br
3	brand
3	brandenburg
3	bremer
3	brian
3	brotherhood
3	brownback
3	brrr
3	brzezinski
3	bu'1ng
3	bu'o'n
3	bu’2a
3	bu’o’1u
3	búi
3	bujr
3	búyt
3	c5
3	c6
3	ca(5n
3	call
3	calmette
3	campbell
3	canadian
3	canaveral
3	cáng
3	canterbury
3	capital
3	caribbean
3	carnegie
3	casey
3	castro
3	cbkt
3	cech
3	ceo
3	césar
3	châ2n
3	chái
3	champion
3	chây
3	chêm
3	chetta
3	chey
3	chi5ch
3	chiê1p
3	chiêng
3	chlb
3	cho'1m
3	cho3
3	chô3i
3	christ
3	christoph
3	chu'2
3	chu'4ng
3	chu'o'3ng
3	chu’2ng
3	chum
3	chye
3	cisco
3	citizens
3	clark
3	cncnnb
3	cô5c…
3	co5ng
3	coast
3	cocu
3	college
3	command
3	committee
3	condoleeza
3	congress
3	conner
3	container
3	copywriter
3	cornwall
3	council
3	county
3	cricket
3	crowe
3	cruyff
3	cruz
3	cu'1a
3	cu'4
3	cu'o'5c
3	cu’o’1p
3	da…
3	dâ1p
3	dâ5n
3	danny
3	dans
3	dáo
3	dda(4n
3	ddâ2n
3	ddênh
3	ddn
3	ddo'2m
3	ddo’4
3	ddo5an
3	ddoa5
3	ddtddd
3	ddu'o'5c…
3	ddu’5ng
3	ddu’o’ng
3	ddùm
3	dduo'2ng
3	democracy
3	denis
3	derby
3	destination
3	dewar
3	dfb
3	diê5c
3	diê5m
3	dixon
3	dna
3	dô
3	dô4i
3	dô5ng
3	dollar
3	dòm
3	dòn
3	dopamin
3	dow
3	dpa
3	dragutinovic
3	driver
3	du'a5
3	du'o'5ng
3	dulles
3	east
3	edaw
3	eisenhower
3	elena
3	enjoy
3	estratest
3	everton
3	eximbank
3	exmocare
3	express
3	faith
3	ferdinand
3	fidel
3	final
3	first
3	floyd
3	foote
3	fossum
3	fouad
3	francis
3	francois
3	fredrick
3	gâ3y
3	gatti
3	gâu…
3	ge
3	gen
3	gerhard
3	ghán
3	ghiê2n
3	ghosh
3	gí
3	giâ1m
3	giãi
3	giê
3	gie3
3	gilad
3	gillieron
3	gim
3	gio'2…
3	giong
3	giri
3	giu5a
3	go'
3	go'2
3	go'3
3	gô2
3	góa
3	golan
3	golmohammadi
3	golmud
3	gómez
3	gonzales
3	gonzález
3	goofy
3	gorbatchev
3	gordon
3	gov
3	grand
3	gt
3	gu
3	guardian
3	guimaraes
3	gutierrez
3	gyan
3	hâ1u
3	hâ4ng
3	hackett
3	hai…
3	hám
3	haniya
3	haniyah
3	hanke
3	hannover
3	hão
3	harcharik
3	hare
3	harvard
